id	filename	md5	size	state
81e7ae12-a221-44d4-8675-ee2d3c937425	2c76e0e5-8a5c-4edf-9812-3f5e296ba2a6.rna_seq.transcriptome.gdc_realn.bam	059d90a8d20e42921289dd8a832f7d1f	16512761947	released
e8a6523b-8e05-42ce-b13e-48b75a7d2418	c530fdd2-c4cb-4df5-8b5e-1ce0fc44ea6f.rna_seq.transcriptome.gdc_realn.bam	0250f57d0d98f0a09faa94cc90188ddb	9095532531	released
d70ddddb-8816-4917-b2b8-00bf33882305	710a199c-93a1-463b-8f09-8cba6f15eb77.rna_seq.transcriptome.gdc_realn.bam	c3b12506e76a9f1d11836420dc27bb71	8633239144	released
29767c57-aefe-4cb0-91d9-0e2308684fa0	f9836c75-e32e-4c24-acd6-c41e55711cff.rna_seq.transcriptome.gdc_realn.bam	0f312a4fc007287c5cb73d264038e4f4	10334044777	released
13d35420-5c82-4b8b-a04b-04d1786f3b90	57fdf583-aa52-475c-b951-6652b9c1a957.rna_seq.transcriptome.gdc_realn.bam	b05c049b230ff06963605f24dc743455	9838849058	released
a17cefd9-50c3-4ceb-95d2-8fc5ba6aa7ac	88d1b643-9da5-4213-8863-e0439615bc2c.rna_seq.transcriptome.gdc_realn.bam	91e56e65d0d991a74dd8f1ce20c6287e	10288975537	released
ffdf9074-4efd-4507-94a1-98601bb6627e	b1e4760c-7fd9-435a-9ba4-e37826e8af10.rna_seq.transcriptome.gdc_realn.bam	27410ab14ba2d44a3d886e71b381c3dd	9440510215	released
e280cf77-97c7-463f-bd05-d2195ae5d31f	b860d6fe-ca15-4f58-9617-beea194d2129.rna_seq.transcriptome.gdc_realn.bam	0d0dbc0a8ef55f18291f414fb9a2a01c	8738975040	released
85805904-9937-49ed-924f-bf31c0f3403f	3762a9a6-7e21-44f9-b973-f0a99ee4d763.rna_seq.transcriptome.gdc_realn.bam	6572a4404f848aa5d08008cd2a09d50e	8702290298	released
0794f029-9280-47a1-be14-315e9730d2e6	261f486a-bcd4-4c37-a812-f2cc6ef7cc7b.rna_seq.transcriptome.gdc_realn.bam	92e83b60837af5ab3b37b164a31ca635	9061350565	released
afc2051f-6692-4afa-8459-f4b527fbe247	b88ede6b-81e5-4223-a441-7a6c9b0e3e61.rna_seq.transcriptome.gdc_realn.bam	85c3c3b68bee70440d83e8c0e8966c34	7882206706	released
54fe5f8f-26d4-4aa8-9e31-5b6491d1fd8f	54d7da4f-61b3-463a-9520-ad91fa54ee3c.rna_seq.transcriptome.gdc_realn.bam	a03c50afe787b3e30b5eb917c28e29a2	9202700260	released
71c3220a-0b5e-423e-af9b-c72914b10ac7	f33d8651-887e-48b2-9eca-e179956a6372.rna_seq.transcriptome.gdc_realn.bam	4df542983cde56d5d64b5f321f1bfb9b	12006645997	released
ec6387a8-12d7-4e7a-b4b9-5cdc39641bd3	c680994d-c101-4d43-b18a-d6894b5a9001.rna_seq.transcriptome.gdc_realn.bam	b9492082a81f1b21f6599c820e40f24c	11874627262	released
f927c4cd-bbfa-40ac-b759-75f91cb402b5	c21fc2b8-cec4-4bd7-90d6-0a40402fa06a.rna_seq.transcriptome.gdc_realn.bam	094048dd80c81479a5c88b1c1466cc0c	7366262123	released
d77c709b-f84a-4d0f-8f1b-7a84cd2be74e	ad933333-c2db-45eb-a757-12c140a13b85.rna_seq.transcriptome.gdc_realn.bam	86a3859bdb96f9529709b7d29e97bbe6	13612297468	released
e6067bed-9d79-490f-80cb-df6261e2c764	cd2282ba-4281-4d7f-93ff-dafcd97d8fa6.rna_seq.transcriptome.gdc_realn.bam	1a868ac9c8e73adbf33799488de3963b	10734979923	released
857a250e-835f-4a1b-a87a-dda5c4d4d718	0eb89067-7087-473a-a35f-45fbb8e26525.rna_seq.transcriptome.gdc_realn.bam	49596a8aaf6e42beef2360649fb48efa	8810029528	released
02271f9f-59de-411f-a901-dab7fbdba07d	e21b561d-5b18-4ff2-ac57-8196dedefc4f.rna_seq.transcriptome.gdc_realn.bam	0c1f94d2011551a067ce1fc68334624a	9674806663	released
1c4ec1ea-de71-4ab8-b165-0a3ee67386a5	f61e0f26-a020-4916-945d-6210ceee459a.rna_seq.transcriptome.gdc_realn.bam	a852e44542f234cb0e8a38f5cd270ce1	12366927083	released
7df76a2b-9476-4af8-9bae-9d1ff00578f9	9871ba67-0e86-4dfb-aa9e-f5bfcc335a89.rna_seq.transcriptome.gdc_realn.bam	1c4898aebecb120400714412d79f9a42	9820171059	released
c3ed99ea-6ac6-4147-859f-65789fbfbca2	6ffad5e2-8458-4be1-8f54-39a584967f66.rna_seq.transcriptome.gdc_realn.bam	37b9b1510c84f3cdc32f2574ac2df6b2	9752846783	released
aaa0f769-cae2-48ad-ba5f-b49f0d9555d0	bf964b60-61d7-47dd-9073-9aeaf97dd8ea.rna_seq.transcriptome.gdc_realn.bam	3a4febaa20837ed9812745ff0028a38f	7834382134	released
58f321bf-4c20-4f71-99e9-b6c59a77c9ab	596a9081-dc16-42b6-b58b-d418c3a30d76.rna_seq.transcriptome.gdc_realn.bam	9d59c6ce72b92190876e4b529a7f0246	9760775911	released
71f384f7-540f-4926-a36d-acd2f6ae8c64	fa8b73b6-9b00-4d4f-a283-5f143492881c.rna_seq.transcriptome.gdc_realn.bam	c8b55d981c96bccaa573d6822ab7edcc	10252716605	released
103449ae-6898-45dc-bc38-d4db41b159b2	4d4544e4-5636-4a6d-81a9-24aa505c0c20.rna_seq.transcriptome.gdc_realn.bam	f8e73a4bb7e04fab35ad106f4411a295	8266345122	released
0dbd5545-6be1-4ea8-b075-ae56c44f546a	fbe1e475-3dea-4c49-927c-fb101ecbb154.rna_seq.transcriptome.gdc_realn.bam	949fb45fbf3362ba3beffde71569a230	11790388632	released
2b716955-2d9e-44fa-a3cc-5aa3c44d286d	50fc9fc4-d7e7-4398-9dc6-e41e3f628ef4.rna_seq.transcriptome.gdc_realn.bam	4a025239fb9515024f3d2f7e8cad813a	11019878459	released
840d8afc-1b9d-4a19-b01f-bf0b8df37d9b	ec8f8dd0-6583-4584-ab50-45641d308cb1.rna_seq.transcriptome.gdc_realn.bam	86c9790efd14eb89db6a065def442085	10706445565	released
0e640400-21fb-421d-895e-29167dae72ca	d84af806-b1fd-412f-b9d3-38933cc6212c.rna_seq.transcriptome.gdc_realn.bam	3315fcafdff0a40df0dd5cc65bfe51f0	9853763645	released
ebf3c06f-092e-465e-9f47-5a20dc208640	fa46d4bc-7aa8-4868-938b-404fc2d30a1a.rna_seq.transcriptome.gdc_realn.bam	11fe9019b59a6bcfe595434af0db72fb	11092790707	released
297dad74-85be-497b-881d-44b82d8ec0ed	ed0bf573-b29d-4cce-b149-d55a51171237.rna_seq.transcriptome.gdc_realn.bam	e28e626695c4e2d0271ebb70c0faea8f	9258228899	released
0fb2cd9b-d2af-47ff-8ce5-41887d748bd1	f3b928f1-fe62-4790-ba3f-2c866f045aeb.rna_seq.transcriptome.gdc_realn.bam	256e97b8861dc2c16c95de649ab404c8	10874547104	released
b564c588-88a6-484b-b218-4b4af1a121ad	360adeb6-b5f2-4bfb-a8c2-ca72154fccac.rna_seq.transcriptome.gdc_realn.bam	cb6d0a9e83c6b1460623e5daf4ebf9a6	12440581893	released
806c269a-3304-4f8a-90cf-fdce3f74a6eb	e17f48eb-185f-4045-b650-8c760d37f9a1.rna_seq.transcriptome.gdc_realn.bam	e49cec3d44b1aa0916782a58521a4e6f	12524703182	released
3f065edc-b6cd-4899-a0ff-059ab6704dd8	0208b391-bf17-49df-b81c-0b1eff79f167.rna_seq.transcriptome.gdc_realn.bam	65fd35a0b4b753e7fc6d962499ffc40e	9754607375	released
61052aa7-de8f-4e84-b60e-e351eaeac151	eac1e99c-b052-4b28-85cd-e87affc62ddd.rna_seq.transcriptome.gdc_realn.bam	6d1740b1e10241d9fd3c540cb1e704bf	11828760220	released
f37dfcaa-4881-460e-b1fe-7be9506c68bb	b06b8fa6-1dbd-4ba6-b61e-93f31386a625.rna_seq.transcriptome.gdc_realn.bam	1f3c2d3fca3846c291a210abd84d180c	11245597389	released
30227a44-bdf4-4f8a-b2bf-b099a6f0fff0	bd775da1-ec2a-49ea-8f62-264ab71f02c8.rna_seq.transcriptome.gdc_realn.bam	a4b24fec49b7a1660011bd2e815236f1	9320059759	released
b6ffeac0-dda0-4c75-ac76-51ad91274ec9	3ce6ef22-14fb-4b17-b27d-21894e3d06ca.rna_seq.transcriptome.gdc_realn.bam	423eeb9b141108ada0453538bc3ac3a1	8580749282	released
59b85307-3b8e-411b-a0ef-13671d9f99cd	c0821309-f558-4fd7-8c19-93bdbc7e9304.rna_seq.transcriptome.gdc_realn.bam	3399f86e1a26ed53d1f60b0f681bc0e6	9603735662	released
084f4ba4-548f-4808-bfdc-96af078f0933	67a7055f-3804-45b4-b95d-73c4ca6b78d1.rna_seq.transcriptome.gdc_realn.bam	2b854a4f2851a8a69150ea2bf8b312d5	11787662070	released
9d54baf0-fa01-43ad-b803-236591c1d0cb	66cc100c-5c8e-4ee8-8670-155031da678e.rna_seq.transcriptome.gdc_realn.bam	5edc6da0104abac0b234710e5c488b4b	9304743474	released
30ab7550-be6e-4f18-9f99-44a8e7d764e8	f0600d4c-30b2-4713-a185-52c5f70dc970.rna_seq.transcriptome.gdc_realn.bam	8cb8438d9d44e2cafa26c94e8a336119	10025001487	released
c4b94028-6642-4471-a3b4-6fb0a12904fe	1781905a-d90e-4d45-97ed-837d7b177846.rna_seq.transcriptome.gdc_realn.bam	def770205349ae607797506889572e62	10302121848	released
8ab77529-a285-4b82-9f7d-3bee62251696	e31abc00-7e3f-48b5-81e3-28aa7c2ca8f3.rna_seq.transcriptome.gdc_realn.bam	2fd79f11256f1f23cf9419dbacf5e4cd	10497272515	released
50b8f4f2-0fc8-4082-b8ee-91e76f95dc6a	9ebeec49-dfc2-4f4b-86b4-ae10e9038d0c.rna_seq.transcriptome.gdc_realn.bam	7cfc1adf619fdca6fa61a32776239b40	10878842005	released
935b302c-dc17-49ef-87c2-fcbd02558813	eb660889-0075-4f0d-ae2e-868616f02be3.rna_seq.transcriptome.gdc_realn.bam	8d6e7199495ffa19ee9b3f83502c87e6	11641702332	released
e95f9400-8196-48f9-95f6-11880f50b947	765aedc7-d9ec-47fa-803e-14efefa026d3.rna_seq.transcriptome.gdc_realn.bam	e8f7e2afde61162b3c610371dd9958d1	9068183320	released
12353aee-8bc6-4f37-803d-79182ca198a8	b0e5632e-1a27-4d11-8caf-c4dfe28de0e5.rna_seq.transcriptome.gdc_realn.bam	3614dac4710e2c33f024beb3c79d09a5	9888377751	released
fcb9f455-f284-4645-ba63-8294cbe54634	da0b875a-a0b2-48fe-9a46-fa0617776621.rna_seq.transcriptome.gdc_realn.bam	beeab08a84ed1a560cc3ba556970cac2	10852745697	released
1ed09984-d83f-47a8-8d13-e91e812d7d13	7c7ed348-b6bb-4ae2-a682-eab5e4dc38c5.rna_seq.transcriptome.gdc_realn.bam	fa2755d164b87398296ad91a21a47926	10419126278	released
810bfaec-273c-4b1d-9ca1-3ef6470fafd2	4548f3fc-9d9c-43b8-aaa2-9270934900a5.rna_seq.transcriptome.gdc_realn.bam	1f473ee433e7028498b83179beebaa69	10742569675	released
5f74a724-23e8-46c1-a3c9-3a7ddc511e2b	87bf2a08-7e13-451d-94e8-55f8ddbc4b58.rna_seq.transcriptome.gdc_realn.bam	71ebc25f8b7fdad5ae4726f3d407ca4b	8613835147	released
bc05b469-09a6-4030-8f5f-ecb0b4b06b29	3397bad7-a39c-4de4-84dc-e95a5187a55e.rna_seq.transcriptome.gdc_realn.bam	1388ffc6ff0042f127283eb4f66a0745	8448184012	released
f059512f-ce9c-4c00-ab16-1febfddeebcf	6c46fd25-e6f3-43e4-8676-d2d7de8858a8.rna_seq.transcriptome.gdc_realn.bam	c4966c6434731739a15a4b29cd9bd071	9059953874	released
2a04871f-0c4f-40a8-bbe4-04e2598cad34	e7415a78-c039-4048-9b4c-fdb07207de7c.rna_seq.transcriptome.gdc_realn.bam	552373a2349e6e69f887eac30fcc71f6	9175863567	released
bb3874ce-c4e8-448d-aba6-64c633c57e95	27f60e79-54d1-443a-bdf7-645fda1bde47.rna_seq.transcriptome.gdc_realn.bam	f7c68e3ebd2cd6389bfae6a7abc7fe54	10125113506	released
798f70a2-0278-4a9a-9043-f5f8daea89e3	87d29acf-2bc9-4ca9-9954-beddd5f49e3d.rna_seq.transcriptome.gdc_realn.bam	1ced025c0a50c72f7355fdef17db084b	10038441569	released
d39b6fdf-886d-4de1-82ab-96391dce1c2b	d7d328a3-18bc-4106-88be-cf62e1be9d45.rna_seq.transcriptome.gdc_realn.bam	898538bc099dab45f820afd6475240d0	8636811657	released
735224a4-2ba4-453c-aced-2ff0bdf139aa	4f51011c-4b50-419d-b18c-ea503b2afc75.rna_seq.transcriptome.gdc_realn.bam	d95144b0923447176735f40919bf6a55	8269488321	released
359c0391-a5e0-40c5-9c37-d7b6c50b2688	b79ab29f-8cd6-484e-adbe-34cea4588145.rna_seq.transcriptome.gdc_realn.bam	14e89fc636ce4828fbfc4a527881547c	9553570576	released
9e31f1fe-e3fb-4668-a501-90af96c42df2	a0a2b3a8-9e0f-422e-893a-8fb3ae2f0b6b.rna_seq.transcriptome.gdc_realn.bam	776055c9ed03d828e060399f765b5274	7554135157	released
b276586b-b393-4b7a-8d5b-d82feac992d8	34b957ff-1309-469b-88d2-62f5e1634806.rna_seq.transcriptome.gdc_realn.bam	de8847808c9b9c263d2bf1dbc0cf2f9f	9291273921	released
3d18765b-c10e-4ae2-91d2-8949ebe78339	39c77978-ddeb-4f95-afa6-e7d7ae293662.rna_seq.transcriptome.gdc_realn.bam	7e6fd056456bd3028d7990c4ff6f9277	11631920863	released
cc75d01f-462c-484b-b5e9-76730ce7fdb4	af5e9627-0c56-4a0a-add5-cdd960307704.rna_seq.transcriptome.gdc_realn.bam	73a6148bdf7450051094b8ecf2232b24	10261765619	released
dc7b35a0-e536-495c-8b09-9fb4c1f11b9a	5503721a-606c-48f7-aa01-531df7f6cbb7.rna_seq.transcriptome.gdc_realn.bam	b3a21280f5201c3e87065516d27dd7f3	10505912014	released
14506509-c395-44cb-b732-5f1d4e4d750a	65a931e7-d01c-4f9a-992d-6b34ab08c46d.rna_seq.transcriptome.gdc_realn.bam	dd175af5cc77f51d708d3f2908d0d05d	10140660033	released
0e65a21b-285f-446f-ab58-9d8575c31737	be9ccd0d-9c48-435d-8389-330cbd9dcedc.rna_seq.transcriptome.gdc_realn.bam	a2fe6db563b29f2d585cb83f10e8f1d6	12754217671	released
e62befa0-cb04-4d7c-8e6a-d724ead1e935	24ff2c43-f475-4f6a-a505-1f1b1044193d.rna_seq.transcriptome.gdc_realn.bam	291f8b9a8b30d3612c704651eb08fa8f	10985805435	released
5876bc9a-c278-4615-92f7-5177b0a8ed9f	bcf1e872-480a-4f7e-80d5-a20ac6b47a62.rna_seq.transcriptome.gdc_realn.bam	4b34958eb9a0bec9ba0ce56ac26ed680	9746416279	released
92b68f53-f87b-428a-9560-e42a2168cee1	04d33a43-a092-495f-9ef1-84f4dc9da674.rna_seq.transcriptome.gdc_realn.bam	c47616025b39151eab62809ef96802bd	9152823260	released
a62cab78-755e-48d4-8b59-288d71b4db3f	46e5fcfa-f201-4a69-a389-b260be795d38.rna_seq.transcriptome.gdc_realn.bam	48a6f11eaadfeedce5cba9eb86a7b860	11736816056	released
8faedf56-e085-4a8b-9dc8-eaa863b96573	b8cc9b0c-d4f2-4676-bf7e-b17f753cefe4.rna_seq.transcriptome.gdc_realn.bam	9c4445046203da313f86668c4b9e15c2	8254874913	released
e94d2871-fab7-47d2-9d57-9ef7c4bebea8	6f6c6c8b-b4e4-4d5c-9174-56336a11189e.rna_seq.transcriptome.gdc_realn.bam	ff1c5aca318e89d585ec7aae01b78e31	11070320028	released
79012fdd-de8a-45a4-a0c1-ecfd80f67c34	23eeb87c-f362-429c-bc8d-dc7e9d9761a8.rna_seq.transcriptome.gdc_realn.bam	4758593e8cf1f6c2b84813b22e8fb73d	12421021938	released
c408b2f2-aa85-43c8-8bb5-455b49ebb9cd	e7a08f4b-ce10-476d-bfe4-0153b86f8dfd.rna_seq.transcriptome.gdc_realn.bam	4d5495129ec2cd28e15b2c6204f267bd	9064182470	released
230a5b13-aa7d-41a0-8c2d-271dd756dbdc	4db80f60-30fe-4ca2-a810-a10bb339c21a.rna_seq.transcriptome.gdc_realn.bam	0e99a2700182e0c2df64496de782aa6e	9985252039	released
1595eeba-3c99-4527-8344-48706369337b	e01e2896-6247-4d10-8805-e914daa5befd.rna_seq.transcriptome.gdc_realn.bam	5a8d6ca3f58b2a2c5fe00c464193eb33	8755648171	released
e44117f2-2e4b-48f1-ab76-2095e9e1948a	ed4b7d24-ec7e-41cc-a6cc-86120f5c11d6.rna_seq.transcriptome.gdc_realn.bam	fa1261079f1cc8d288df422b56bf1e14	6884290622	released
72d72512-9419-4c01-9389-809abc704abf	49516f62-6147-4d2e-9b83-778d6c376ede.rna_seq.transcriptome.gdc_realn.bam	df8e5d86d542a36a67a00e91d44e4d4c	7081252380	released
2f1c6935-ca6d-492b-9156-36c00efcc1ec	48d0c807-abc5-423f-859d-af4e893e8ad8.rna_seq.transcriptome.gdc_realn.bam	e658b79ea0ebf143f26ccbc21a8f78d1	8306796368	released
5475cc0e-b455-46da-a36f-181a74d294db	4037f4eb-2a7d-4736-83a3-a95f27a4617c.rna_seq.transcriptome.gdc_realn.bam	bd33860c8e59e9c39629e040b44bd46a	10162551868	released
26dbff98-9da7-4751-915a-16ec723a5a8f	21466df8-e5a3-4100-b288-952d50a4f0af.rna_seq.transcriptome.gdc_realn.bam	169a6e5404c2de9377916444f0c6768b	10547513577	released
86be8641-bfef-4f16-8d94-7eb59f45414f	a6d4e0d6-3c76-4ee3-a68e-a9ad6ae425aa.rna_seq.transcriptome.gdc_realn.bam	4408e4c036c309803c6d71dbd960e179	7857932420	released
e736904c-d12d-41ec-a1ac-5b557379e82b	d5d1e392-b569-4545-aaa0-2ff0a3d196f2.rna_seq.transcriptome.gdc_realn.bam	bec24851295639127c1ca2786430afec	9517931343	released
4d985b25-1f04-495c-8428-d2c16d47c9a5	daafda18-fbeb-4ddf-b6ab-aa97d8f3a3ca.rna_seq.transcriptome.gdc_realn.bam	07a21a49d571eb29527b41d4f74e55de	8108245710	released
82b187bc-93d5-4696-8b40-75fe2f72cd8b	0ab8f315-bca0-43f8-8027-3f8ea94b371c.rna_seq.transcriptome.gdc_realn.bam	c9fe25709f872b963e24408a6beba3b9	9801766325	released
c9e0ce8e-fdee-419d-860f-5dff620c28fd	c24f0802-9386-44d1-9501-49684e45ebdd.rna_seq.transcriptome.gdc_realn.bam	7cce4990ea24e166ab50cc7d22029e16	8728528374	released
39049207-ca50-4498-9191-6c66863f9a09	3bd0dffc-5a25-4ff8-8dbb-aa96e6070291.rna_seq.transcriptome.gdc_realn.bam	4d038e5bb065dcf7474f30eed0c9ffa7	9778903530	released
9ed07303-a0e7-4fa0-8876-3e428a121a91	d9c920d7-47c1-48ca-bc66-8115ea58acfd.rna_seq.transcriptome.gdc_realn.bam	042108aa96dcc29800fa7973cda5916e	10449994110	released
1ad65ff5-f3ff-41bd-9874-ba246549de5f	3bd6a524-577b-4ff6-9b92-c9ff2c856773.rna_seq.transcriptome.gdc_realn.bam	cd97a900c66c3794ffc6a4110ddf9da1	11466747049	released
b2ad3a40-28cf-4c80-ab47-4abc7e9b25c1	76a2adfd-af28-4324-b8c9-ce0621fe1165.rna_seq.transcriptome.gdc_realn.bam	a13680da271e388b0d458966599a44a1	13780411340	released
ab21406d-2a66-42c2-9080-d7428e8bfdbd	0077102a-1ae7-45c1-b9e9-bdde042b6c69.rna_seq.transcriptome.gdc_realn.bam	04f4db55060e4c79f72cda6638e249e0	8235406334	released
6a88ffcf-9474-4e81-8ab2-ea07dd594612	675ddf76-f1ec-4157-b69b-9d48d2054147.rna_seq.transcriptome.gdc_realn.bam	6d9408d811391ced0c257bc0a77cfd8b	8184674017	released
4fddea50-e733-4488-8402-9d66cd91c14c	d44dc6d9-6cfa-45ca-a2da-5347ec7dcf5e.rna_seq.transcriptome.gdc_realn.bam	8807e91ffddc0fbd51d07d3bd1fff9bb	12514526693	released
8d263302-132a-47ee-a7ce-6aa88d74ec27	40858fdc-19d2-4a31-a9d8-a402048d2c31.rna_seq.transcriptome.gdc_realn.bam	7fc7e1156971e6d5a509e7696bf75539	9427404932	released
a5dd8c98-42aa-4270-ab4a-a15fb2ed5284	4d8ad610-39d0-4a67-a00f-27ce2f995aea.rna_seq.transcriptome.gdc_realn.bam	8eadb6a2ef465864235410534c63630f	9975333425	released
b951f506-2b78-4122-92f9-87638d463413	4d33241a-4dd6-4b96-beef-c4208f031271.rna_seq.transcriptome.gdc_realn.bam	3bf806f8fa77773aa9d26f2b9d2a75b3	10175673190	released
6a25b28f-d43d-4481-a64e-64f18294590e	09813133-2421-425b-858f-d633765b52d8.rna_seq.transcriptome.gdc_realn.bam	551bfce6687128be28f17cb7e9b85618	10859607228	released
dc0290a5-fc91-4d0c-bd16-60401079271b	ff244a44-5446-4e93-ae94-221eafd571ec.rna_seq.transcriptome.gdc_realn.bam	cb8af499c6029c078080718cbb3fcd79	9307043446	released
b35756b7-66a5-4a61-bc82-bf60c5e91239	fd869326-ee90-4065-81ab-d38a3c0d7d60.rna_seq.transcriptome.gdc_realn.bam	5b17b23398245f0ee078aab0a9a15af8	10420796459	released
3ffda287-3f72-44dc-a6f1-c2b71c821fe4	f1cb4842-8fae-4102-be3c-3f575e105a4d.rna_seq.transcriptome.gdc_realn.bam	e5ed02602df7181cae09de6ef200f956	11024482160	released
6ac96a4e-fdae-4280-891d-2448ec5a2e01	7c6b0b12-2caf-4bff-8e9b-050f1f903a16.rna_seq.transcriptome.gdc_realn.bam	56288463329be6e79bf5cdf52ece9d94	15342947586	released
214cefdd-5fd7-4ec2-ba6a-00dbf3f9b9b4	08463836-304d-4c01-870d-4cd8093119a1.rna_seq.transcriptome.gdc_realn.bam	defe0346e67def904253f2920dc04ff7	9073473362	released
b2deb791-9a5a-47bc-9858-5ae717a0ca74	3969d0b0-0e63-4b7e-abb6-5732959f09b2.rna_seq.transcriptome.gdc_realn.bam	48563d27a2b03d1f47fb19428e7a8095	12738618653	released
39235af9-f191-4760-aeba-b8783fdb3581	9a6e38ca-e729-4826-b207-22ec88dc19a0.rna_seq.transcriptome.gdc_realn.bam	875f64dc28b8342125bb400b4b6c4a39	11223351816	released
48d68d4e-5c9b-4f34-9ed6-1eedfb6e4b31	2b8c2922-5a46-4a85-aebd-46a67a7981e8.rna_seq.transcriptome.gdc_realn.bam	4f4f10bf48cde901062f823bcecdb639	11767527283	released
3f03960e-6fd6-44a1-a1bb-4a5efec21803	c2575d99-556e-4efb-9e14-4f387a043607.rna_seq.transcriptome.gdc_realn.bam	0a51af3bc88c92921633d0ee4ebcba47	9999790850	released
243f1533-2923-472a-8f1c-43880c7f267d	6a1cadb4-dbeb-4df6-9db2-5eac8b99c17e.rna_seq.transcriptome.gdc_realn.bam	6c2c70b0fe4ee8e374ff04a5b96d7dd7	7079438629	released
3a34120c-b424-4a12-ab63-095e5e9857d3	588bd50f-1bbc-4fec-ace8-75bd5666d125.rna_seq.transcriptome.gdc_realn.bam	a9b2ecfd99e3a03b9b90801e34c6cd45	10692370655	released
ce74b90e-9eea-4110-b5c8-1176b37c7ff8	e5f0b844-4556-4190-a90a-1d296818ce16.rna_seq.transcriptome.gdc_realn.bam	7d40c27e2d2c69da9d57c933af23ead0	10490174536	released
8b9125b3-752f-4a71-b0ca-204f0dd71985	f2b5ad42-a662-4aa1-98c8-6a33a8483887.rna_seq.transcriptome.gdc_realn.bam	e82b31f1e990e92884fd26adb2f6ba2b	8458341995	released
31f33ed3-490e-4402-95be-bbdae7e33d27	32ea0563-1fe9-40e2-8262-bd117b410d2d.rna_seq.transcriptome.gdc_realn.bam	6c23ebc127a8ab4f0010e0ede36c40e3	12215688496	released
43818c5f-c4e3-4268-b0cc-8c9a38443eab	af9640f4-98e8-4c85-b1c5-0f3064e978fc.rna_seq.transcriptome.gdc_realn.bam	23a4543a54384afb28b1c909350f10d9	10375318535	released
eb3cf5ce-55f6-43e0-b9e6-e3cacc9059d2	6092fdeb-bdf7-49c0-b6e2-fcb5244df186.rna_seq.transcriptome.gdc_realn.bam	b6effc42607139bccd53e57902e31f73	9064346983	released
0c7cb40d-3985-40c4-89e3-4aa9ec0d45c3	fccc33ab-9340-44e0-afd1-cb372e203d1d.rna_seq.transcriptome.gdc_realn.bam	819202ccd73adec06179469c1c3fd618	10593616436	released
b8703f9e-a2d3-4131-9c10-708646528456	0ba2efe7-43ec-442d-9a5a-89413f20f8c1.rna_seq.transcriptome.gdc_realn.bam	29ecf90d9393628c175297f627aec911	10178772733	released
240558c1-105c-4422-9517-473e9e3ec797	c84e6387-d777-42e3-ba56-f6cc15f5c4a1.rna_seq.transcriptome.gdc_realn.bam	08a9e7b653c5e944f92aec745feeac40	10320070617	released
b825a72a-b9d8-46ff-a002-93d2be1ba0b6	bf99e767-c3be-4f99-93f5-e96cfb66f2af.rna_seq.transcriptome.gdc_realn.bam	3b34101e567cd2f9e7cfb4157de80ce3	8502010166	released
31785b3a-0f70-4a68-a16c-9a052ef03d50	3462e061-a698-4cd5-8935-c2871762adcd.rna_seq.transcriptome.gdc_realn.bam	d812ab5f765e5c6966d54d25b96b09b5	8904478202	released
